item_id,prod_descr,prod_descr2,group_description,sale_price,final_price,cost,storage_cost,p*q,categoria
1916,TOALLITAS DE LIMPIEZA VAINILLA,Higiene,Accesorios,2487.0,2960.0,2182,6,206060,B
222,CASA IGLOO LARGE (CONEJO),Hogar-Transporte,Accesorios,7975.0,9490.0,7516,18,205790,B
1774,ZEEDOG ELLA COLLAR SMALL,Paseo,Accesorios,8294.0,9870.0,6663,19,205670,B
145,HABITRAIL KIT MINI,Hogar-Transporte,Accesorios,34445.37815126051,40990.0,31065,76,204950,B
1938,ROYAL CANIN GASTROINTESTINAL FELINE 2 KG,Adultos,Alimento,14361.0,17090.0,13535,32,204280,B
1446,CAPA POLAR CHIPORRO T/4 CATA PETS,Ropa,Accesorios,10580.0,12590.0,8952,24,203310,B
122,AFP MIGHTY REX RINOCERONTE,Juguetes,Accesorios,23521.0,27990.0,20860,52,200000,B
1723,CAPA POLAR CHIPORRO T/2 CATA PETS,Ropa,Accesorios,8899.0,10590.0,8281,20,199980,B
1044,BRIT CARE CAT GRAIN-FREE STERILIZED SENSITIVE 7 KG,Adultos,Alimento,47050.0,55990.0,37602,103,199960,B
1071,ZD SKULL 2.0 H-HARNESS LARGE,Paseo,Accesorios,16722.7,19900.0,14487,37,199000,B
144,CATLOVE RATON MECANICO AZUL,Juguetes,Accesorios,5874.0,6990.0,4734,13,198170,B
1755,CATLOVE RATON MECANICO ROSADO,Juguetes,Accesorios,5874.0,6990.0,4880,13,198120,B
439,NUTRAM SOUND ADULT SENIOR CAT 1.13 KG,Senior,Alimento,16697.0,19870.0,13936,37,196800,B
1444,ZEEDOG PHANTOM COLLAR SMALL,Paseo,Accesorios,8319.0,9900.0,6465,19,195800,B
1359,CAPA ARNÈ TALLA 1 CATA PETS,Ropa,Accesorios,11336.0,13490.0,10788,25,195720,B
1865,PAWISE HOLLOW MONO,Juguetes,Accesorios,5874.0,6990.0,4925,13,195230,B
431,ZEEDOG ATLANTA COLLAR CAT,Paseo,Accesorios,4101.0,4880.0,3451,9,194880,B
418,ROYAL CANIN MEDIUM ADULTO POUCH 140 GR,Humedo,Alimento,1630.0,1940.0,1543,4,194620,B
1935,ZEEDOG MR. X,Juguetes,Accesorios,11681.0,13900.0,9089,26,194600,B
218,ZD MIDNIGHT H-HARNESS SMALL,Paseo,Accesorios,11680.7,13900.0,9201,26,194600,B
734,ZD MIDNIGHT LEASH SMALL,Paseo,Accesorios,11680.7,13900.0,10825,26,194600,B
24,BRAVERY CHICKEN ADULT CAT 7 KG,Adultos,Alimento,37807.0,44990.0,32439,83,194500,B
54,ZEEDOG ATLANTA COLLAR MEDIUM,Paseo,Accesorios,9160.0,10900.0,7104,20,193800,B
2143,ROYAL CAN EARLY CARDIAC CANINE 2.0 KG.,Medicados,Alimento,21958.0,26130.0,20105,48,192690,B
2245,MOTHER AND BABYCAT INSTINCTIVE  145 gr,Cachorros,Alimento,1924.0,2290.0,1578,5,192360,B
440,COLLAR CUERO Nº 2 (G. ARAYA),Paseo,Accesorios,4613.44537815126,5490.0,3864,11,192150,B
905,ZD FATBOY RUFF LEASH LARGE,Paseo,Accesorios,20084.0,23900.0,18148,44,191200,B
834,ZD BORDEAU ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,17822,44,191200,B
360,PAWISE HOLLOW POLLITO,Juguetes,Accesorios,4866.0,5790.0,4183,11,190990,B
1270,ZEEDOG PRISMA LEASH LARGE,Paseo,Accesorios,14151.0,16840.0,11371,31,190800,B
430,COLLAR CUERO Nº 4 (G. ARAYA),Paseo,Accesorios,5705.882352941179,6790.0,5048,13,190120,B
1994,ROYAL CANIN POODLE ADULTO 3 KG,Razas,Alimento,27866.0,33160.0,23860,61,189900,B
544,ZD BLUE AIR-LEASH,Paseo,Accesorios,31848.7,37900.0,26089,70,189500,B
2135,PROPLAN ADULTO CAT POLLO Y ARROZ 85GR,Humedo,Alimento,1706.0,2030.0,1558,4,189350,B
1572,BOLSAS REPUESTO DISPENSADOR KLINT (60 B),Higiene,Accesorios,3387.0,4030.0,2794,8,189060,B
1365,MONGE ALL BREEDS ADULT RABBITS 1X12 KG,Adultos,Alimento,55874.0,66490.0,44108,122,187970,B
2206,FEL URINARY CHI POUCH 85 GR,Humedo,Alimento,1597.0,1900.0,1416,4,187400,B
1735,CAPA POLAR CHIPORRO T/3 CATA PETS,Ropa,Accesorios,9739.0,11590.0,7542,22,187110,B
2106,ZD ARTSY H-HARNESS MEDIUM,Paseo,Accesorios,14201.7,16900.0,13330,32,185900,B
1549,ZD SMASH H-HARNESS MEDIUM,Paseo,Accesorios,14201.7,16900.0,13204,32,185900,B
37,ROYAL CANIN RENAL SUPPORT FELINO LATA 145 GR,Latas,Alimento,2244.0,2670.0,1935,5,185370,B
312,ZEEDOG PHANTOM H-HARNESS MEDIUM,Paseo,Accesorios,14151.0,16840.0,12620,31,185140,B
1198,ZEEDOG SUPER PEAR,Juguetes,Accesorios,8294.0,9870.0,7153,19,184170,B
33,PLANET DOG LIL SNOOP ROYAL,Juguetes,Accesorios,15118.0,17990.0,13750,34,183130,B
1035,COLLAR CUERO Nº 6 (G. ARAYA),Paseo,Accesorios,7302.52100840336,8690.0,6698,16,182490,B
356,BRIT MONO PROTEIN RABBIT 400 GR,Latas,Alimento,3025.0,3600.0,2557,7,182400,B
831,CORDON AMARRE 16 MM (LARGO)  A. DOCTOR,Paseo,Accesorios,8058.823529411759,9590.0,7532,18,182210,B
292,HABITRAIL OVO HOME AZUL,Hogar-Transporte,Accesorios,39487.0,46990.0,37105,87,181980,B
1242,BOWL 20 CM,Comederos,Accesorios,5034.0,5990.0,4580,11,179700,B
738,BRIT CARE CAT STERILIZED FILLETS HEALTHY RABBIT 85 G,Humedo,Alimento,1849.0,2200.0,1520,5,178790,B
1312,RENAL CHICKEN CAT POUCH 85 GR,Humedo,Alimento,1596.63865546218,1900.0,1308,4,178520,B
784,ZEUS BOZAL ALPHA  XL ,Paseo,Accesorios,23521.0,27990.0,18713,52,177450,B
2284,NUTRAM TOTAL GRAIN-FREE CHICKEN & TURKEY CAT FOOD 1.13KG,Adultos,Alimento,20059.0,23870.0,18981,44,177300,B
473,BRIT CARE CAT KITTEN FILLETS IN GRAVY WITH TENDER TURKEY 85 ,Humedo,Alimento,1849.0,2200.0,1460,5,175970,B
1684,POWER 1 P. 21-40 KG,Ant. Ext.,Medicamentos,9235.294118000002,10990.0,7768,21,175840,B
1668,BRIT CARE CAT FILLETS IN GRAVY WITH SAVORY SALMON 85 G,Humedo,Alimento,1849.0,2200.0,1606,5,175650,B
1826,ZEEDOG GOTHAM LEASH LARGE,Paseo,Accesorios,14151.0,16840.0,11974,31,174900,B
1631,PAWISE HOLOW HIPOPOTAMO,Juguetes,Accesorios,5874.0,6990.0,4951,13,174880,B
381,CLEVER PET BOWL ACERO INOX COLORES,Comederos,Accesorios,5866.0,6980.0,4614,13,174700,B
2019,ZEEDOG NARA ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,13686,36,173700,B
132,BLISS ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.0,19300.0,15269,36,173700,B
602,BRIT MONO PROTEIN TURKEY & SWEET POTATO 400 G,Latas,Alimento,3025.0,3600.0,2494,7,173310,B
1401,AFP TREAT HIDER PERRO,Juguetes,Accesorios,13101.0,15590.0,11585,29,172930,B
867,AFP TRAVEL DOG ARNES SEGURIDAD S,Paseo,Accesorios,17639.0,20990.0,15836,39,171960,B
355,RATÓN PORTAGOLOSINA VIOLETA,Juguetes,Accesorios,3941.0,4690.0,3654,9,170790,B
44,ZEEDOG ROB THE MICROBE,Juguetes,Accesorios,5176.0,6160.0,4214,12,170510,B
1038,ZEEDOG MAHALO COLLAR SMALL,Paseo,Accesorios,8294.0,9900.0,7447,19,169100,B
1059,ZD NEON CORAL LEASH LARGE,Paseo,Accesorios,14201.7,16900.0,11892,32,169000,B
1275,ARNES TALLA L,Paseo,Accesorios,5454.0,6490.0,4270,12,168740,B
2039,ZD ARMY GREEN LEASH SMALL,Paseo,Accesorios,11680.7,13900.0,10381,26,166800,B
2064,ZD BORDEAU H-HARNESS SMALL,Paseo,Accesorios,11680.7,13900.0,9585,26,166800,B
816,ZD SMASH H-HARNESS SMALL,Paseo,Accesorios,11680.7,13900.0,10558,26,166800,B
1060,NUTRIBOUND PERRO 150 ML,Suplemento,Medicamentos,12605.0,15000.0,10988,28,165000,B
185,"NEXGARD SPECTRA 1 TABL.MASTICABLE 2,0 A 3,5 KG",Ant. Ext.,Medicamentos,9235.0,10990.0,7215,21,164850,B
718,DRONTAL CATS  1 COMPRIMIDO (POTE 24 UN) ,Ant. Ext.,Medicamentos,2765.0,3290.0,2253,7,164260,B
405,ROYAL CANIN MINI ADULTO  2 KG FR,Adultos,Alimento,13681.0,16280.0,10656,30,163900,B
89,PAWISE LITTLE MONSTER VIOLETA,Juguetes,Accesorios,4866.0,5790.0,4299,11,163830,B
1621,PAWISE LITTLE MONSTER ROJO,Juguetes,Accesorios,4866.0,5790.0,3912,11,163700,B
1084,NF AQUA PLUS ANTICLORO 120 ML,Acc Acuarios,Accesorios,5286.0,6290.0,4647,12,162760,B
1396,APOQUEL 16 MG X 20 COMPRIMIDOS,Antialergico,Medicamentos,35571.4285714286,42330.0,27941,78,161970,B
1911,PAWISE BOLA PARA GOLOSINAS GATO,Juguetes,Accesorios,3353.0,3990.0,2690,8,161040,B
671,ZEEDOG PHANTOM COLLAR LARGE,Paseo,Accesorios,10807.0,12860.0,9093,24,161000,B
2195,AFP FURRY BALL FLUFY ROSA,Juguetes,Accesorios,3941.0,4690.0,3424,9,160710,B
483,COASTAL COMFORT SOFT ARNES AZUL S,Paseo,Accesorios,15958.0,18990.0,13802,35,159900,B
655,ZEEDOG PHANTOM COLLAR CAT,Paseo,Accesorios,4101.0,4880.0,3630,9,159600,B
1427,ZEEDOG PRISMA COLLAR CAT,Paseo,Accesorios,4101.0,4880.0,3822,9,159600,B
1770,ZD ARMY GREEN H-HARNESS LARGE,Paseo,Accesorios,16722.7,19900.0,13226,37,159200,B
1248,BRIT CARE CAT STERILISED (MISSY)  2.0KG,Adultos,Alimento,13361.0,15900.0,12394,30,159000,B
1020,ZD BORDEAU ADJUSTABLE AIR MESH HARNESS LARGE,Paseo,Accesorios,28597.0,34030.0,24082,63,158400,B
1222,ZD MAHALO ADJUSTABLE AIR MESH HARNESS LARGE,Paseo,Accesorios,22184.9,26400.0,18334,49,158400,B
669,PAWISE HOLLOW RANITA,Juguetes,Accesorios,4866.0,5790.0,3916,11,158120,B
2153,CLEVER PET BOWL HEART,Comederos,Accesorios,5866.0,6980.0,5089,13,157720,B
672,CADENA CORDON 4 MM A.DOCTOR,Paseo,Accesorios,3773.10924369748,4490.0,3569,9,157150,B
1436,"PLANET DOG DIAMOND PLATE BALL SILVER ""L""",Juguetes,Accesorios,15958.0,18990.0,13908,35,156620,B
737,NM HOUSEBREAKING / ENSEÑADOR,Higiene,Accesorios,6714.285714285716,7990.0,5340,15,156530,B
1373,PLANET DOG SNOOP NARANJA,Juguetes,Accesorios,18479.0,21990.0,14883,41,155940,B
1739,ZEEDOG SKULL COLLAR CAT,Paseo,Accesorios,3193.28,3800.0,2514,7,155800,B
812,BRIT CARE CAT GRAIN-FREE INDOOR ANTI-STRESS 7 KG,Adultos,Alimento,47050.0,55990.0,37528,103,155790,B
568,"PAWISE BOLA LUMINOSA 3,5 CM",Juguetes,Accesorios,3269.0,3890.0,2589,8,155501,B
238,ZEEDOG NEOPRO GREEN LEASH LARGE,Paseo,Accesorios,16302.5,19400.0,15227,36,155200,B
70,PAWISE RODILLO QUITA PELOS Y PELUSAS,Higiene,Accesorios,3773.0,4490.0,3251,9,155100,B
615,ROYAL CANIN MINI ADULTO  8 KG FR,Adultos,Alimento,41143.0,48960.0,36290,90,154770,B
1517,ZEEDOG CHROMA ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,13276,36,154400,B
453,ZEEDOG TAROT ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,12646,36,154400,B
261,ZD ARMY GREEN ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,32168.0,38280.0,28263,71,154400,B
1978,ZEEDOG CYCLOPS,Juguetes,Accesorios,12655.0,15060.0,10915,28,154060,B
1203,ZEEDOG MAHALO COLLAR MEDIUM,Paseo,Accesorios,9126.0,10860.0,7202,20,153660,B
1098,ZEEDOG PHANTOM COLLAR MEDIUM,Paseo,Accesorios,9160.0,10900.0,7174,20,153660,B
1173,ZD ARTSY LEASH SMALL,Paseo,Accesorios,11680.7,13900.0,9291,26,152900,B
157,CLEVER PET BOWL ONDAS,Comederos,Accesorios,5866.0,6980.0,4895,13,152720,B
1047,ZEEDOG ATLANTA H-HARNESS SMALL,Paseo,Accesorios,11639.0,13850.0,10880,26,152400,B
1552,ZEEDOG GOTHAM H-HARNESS SMALL,Paseo,Accesorios,11639.0,13850.0,9351,26,152400,B
982,ZEEDOG PRISMA LEASH SMALL,Paseo,Accesorios,11639.0,13850.0,9647,26,152400,B
920,ZD MIDNIGHT LEASH LARGE,Paseo,Accesorios,14201.7,16900.0,13255,32,152100,B
1874,ZEEDOG ATLANTA H-HARNESS LARGE,Paseo,Accesorios,16664.0,19830.0,15743,37,151200,B
704,MONGE MEDIUM ADULT CHICKEN 12 KG,Adultos,Alimento,45790.0,54490.0,41464,100,150970,B
1752,TEST DISTEMPER PARVO,Laboratorios,Medicamentos,12605.0,15000.0,11566,28,150000,B
2126,CATIT FILTRO FUENTE MINI 3 UNID,Juguetes,Accesorios,3773.0,4490.0,3181,9,149770,B
2099,CASA IGLOO SMALL (HAMSTER),Hogar-Transporte,Accesorios,1756.0,2090.0,1657,4,149600,B
1215,"FURMINATOR LONG HAIR DESHEDDING TOLLS CAT, SM",Grooming,Accesorios,22664.0,26970.0,20856,50,149400,B
23,ARNES TALLA S,Paseo,Accesorios,5454.0,6490.0,5119,12,149270,B
376,PELOTA PORTAGOLOSINA AZUL MEDIUM,Juguetes,Accesorios,7857.0,9350.0,6367,18,148320,B
755,"NEXGARD SPECTRA 7,6 A 15 KG",Ant. Ext.,Medicamentos,31084.0,36990.0,25316,68,147960,B
2094,PAWISE REPUESTO PASTO SANITARIO,Higiene,Accesorios,15118.0,17990.0,11959,34,147940,B
217,PACK CONEJO ANIMAL CARE,Hogar-Transporte,Accesorios,61983.0,73760.0,51850,136,147520,B
773,ZD CANDY ADJ. AIR MESH HARNESS LARGE,Paseo,Accesorios,28597.0,34030.0,26228,63,147260,B
1496,ZEEDOG CANNON BALL,Paseo,Accesorios,6277.0,7470.0,5310,14,147180,B
2071,BRIT CARE CAT CHICKEN BREATS WITH RICE 70GRS,Humedo,Alimento,1597.0,1900.0,1309,4,147010,B
524,POWER SPRAY 100 ML,Ant. Ext.,Medicamentos,12597.0,14990.0,11822,28,146880,B
2033,ROYAL RENAL LP MOD. 170 GRS. (LATA),Latas medicadas,Alimento,3832.0,4560.0,3039,9,145840,B
62,DISPENSADOR AGUA MAYA M 700 ,Comederos,Accesorios,7134.0,8490.0,6408,16,145170,B
252,PAWISE PELUCHE UNICORNIO CON CATNIP,Juguetes,Accesorios,3857.0,4590.0,3322,9,145130,B
702,ZEEDOG MAHALO COLLAR CAT,Paseo,Accesorios,4101.0,4880.0,3837,9,144400,B
276,POLERON T/4 CATA PETS,Ropa,Accesorios,10076.0,11990.0,8467,22,144210,B
1417,MARINA TERMOCALEFACTOR PRE-SET 100W -22C,Enriquecimiento Ambiental,Accesorios,26042.0,30990.0,23976,57,143940,B
137,COASTAL COMFORT SOFT ARNES MORADO S,Paseo,Accesorios,15958.0,18990.0,13651,35,143910,B
1810,TIMOTY CLUBBUNGALOW-L,Enriquecimiento Ambiental,Accesorios,42773.0,50900.0,39958,94,143160,B
1809,PARKA T/7 CATA PETS,Ropa,Accesorios,20000.0,23800.0,16825,44,143120,B
1927,ZEEDOG GOTHAM COLLAR MEDIUM,Paseo,Accesorios,9160.0,10900.0,8168,20,142800,B
1134,ZEEDOG MAHALO LEASH EXTRA SMALL,Paseo,Accesorios,9126.0,10860.0,8042,20,142500,B
1950,ZEUS BOZAL ALPHA  XS ,Paseo,Accesorios,16798.0,19990.0,15546,37,142420,B
552,ZEEDOG ATLANTA COLLAR SMALL,Paseo,Accesorios,8294.0,9870.0,7078,19,142400,B
1070,AFP CHILL OUT MAT DE ENFRIAMIENTO MEDIUM,Juguetes,Accesorios,23521.0,27990.0,21855,52,139940,B
1627,PLATO ANTIDESLIZANTE LUNA / S,Comederos,Accesorios,3134.0,3730.0,2502,7,139610,B
1781,BRIT PATE & MEAT SALMON 400 GR,Latas,Alimento,2630.0,3130.0,2498,6,139240,B
180,NUTRAM TOTAL GRAIN FREE TROUT & SALMON CAT 1.13 KG,Adultos,Alimento,20059.0,23870.0,16031,44,137900,B
1970,BRIT CARE CAT GRAIN-FREE SENIOR WEIGHT CONTROL 7 KG,Adultos,Alimento,47050.0,55990.0,39696,103,137700,B
1353,NT TOTAL GRAIN-FREE SMALL BREED CHICKEN & TURKEY DOG FOOD 2K,Adultos,Alimento,23319.0,27750.0,19747,51,137400,B
400,HONEY CAT COLLAR,Paseo,Accesorios,4118.0,4900.42,3851,9,137201,B
1791,POODLE POUCH 12X85G,Humedo,Alimento,1958.0,2330.0,1739,5,137140,B
191,BRIT CARE CAT TUNA WITH CHICKEN AND MILK 70GRS,Latas,Alimento,1597.0,1900.0,1282,4,136870,B
195,ARNES TALLA M,Paseo,Accesorios,5454.0,6490.0,4283,12,136290,B
287,COASTAL K9 EXPLORER ARNES ACOLCHADO ZAFIRO L,Paseo,Accesorios,33605.0,39990.0,31858,74,135960,B
1430,HONEY LEASH LARGE,Paseo,Accesorios,14202.0,16900.4,11293,32,135200,B
1304,ZD ARTSY ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16219.3,19300.0,13285,36,135100,B
827,ZD ELLA ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,14586,36,135100,B
658,ROYAL CANIN MAXI ADULTO POUCH 140 GR,Humedo,Alimento,1630.0,1940.0,1320,4,132440,B
1007,BOZAL CLINICO 3 (A. DOCTOR),Paseo,Accesorios,6546.21848739496,7790.0,6191,15,132430,B
426,ZEEDOG GOTHAM H-HARNESS LARGE,Paseo,Accesorios,16664.0,19830.0,15713,37,132300,B
2159,ZD SMASH ADJUSTABLE AIR MESH HARNESS LARGE,Paseo,Accesorios,22184.9,26400.0,19566,49,132000,B
1395,CYTOPOINT 40 MG INY 30-40 K,Medicamentos,Medicamentos,47555.0,56590.0,39076,104,131970,B
1682,BRIT PATE & MEAT DUCK 400 GR,Latas,Alimento,3782.0,4500.0,3578,9,131410,B
2226,BRIT CARE CAT KITTEN TUNA FILLETS 70GRS,Humedo,Alimento,1597.0,1900.0,1364,4,130740,B
369,ZEEDOG ROY,Juguetes,Accesorios,9160.0,10900.0,8068,20,130700,B
940,COLLAR CUERO  Nº1 (G. ARAYA),Paseo,Accesorios,4025.21008403361,4790.0,3712,9,129330,B
1461,ZEEDOG ELLA COLLAR CAT,Paseo,Accesorios,4101.0,4880.0,3693,9,129200,B
2005,PRO PLAN PUPPY OPTISTART SMALL BREED 7.5 KG.,Cachorros,Alimento,27647.05882352941,32900.0,23705,61,128600,B
1484,BRIT PATE & MEAT TURKEY 400 G,Latas,Alimento,2630.0,3130.0,2294,6,127020,B
844,ROYAL CANIN MAXI PUPPY POUCH 140 GR,Humedo,Alimento,1941.0,2310.0,1840,5,126810,B
645,ZD NEON CORAL LEASH SMALL,Paseo,Accesorios,11680.7,13900.0,10318,26,125100,B
893,ZD NEON CORAL H-HARNESS SMALL,Paseo,Accesorios,11680.7,13900.0,10313,26,125100,B
2253,ZEEDOG NEON CORAL HANDSFREE LEASH,Paseo,Accesorios,20924.4,24900.0,19591,46,124500,B
1766,ZEEDOG SKULL COLLAR MEDIUM,Paseo,Accesorios,8571.43,10200.0,7973,19,122400,B
421,PRO PLAN FELINE VETERINARY DIETS NF ADVANCED,Adultos,Alimento,25588.0,30450.0,21757,56,121800,B
979,"ZEUS COLLAR SEMIFIJ ""XL"" AZUL DENIM",Paseo,Accesorios,9655.0,11490.0,8355,22,120910,B
349,ZEEDOG ATLANTA ADJUSTABLE AIR MESH HARNESS EXTRA SMALL,Paseo,Accesorios,25168.0,29950.0,22161,55,120800,B
1792,PAWISE LITTLE MONSTER VERDE,Juguetes,Accesorios,4866.0,5790.0,4345,11,120380,B
1544,EXO TERRA FILTRO INT REPT CLEAR 150  ,Enriquecimiento Ambiental,Accesorios,11756.0,13990.0,11152,26,119900,B
651,ZD NEON CORAL COLLAR MEDIUM,Paseo,Accesorios,9159.66,10900.0,8395,20,119900,B
1177,"FP PLATO ACERO INOXIDABLE ORION 54, 850 ml/16 cm D",Comederos,Accesorios,3395.0,4040.0,2950,8,119700,B
537,ZEEDOG MAZE ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,18185,44,119500,B
682,ZD CANDY ADJ. AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,18766,44,119500,B
488,ZD SKULL 2.0 LEASH LARGE,Paseo,Accesorios,14201.7,16900.0,11699,32,118300,B
1674,ZD BORDEAU LEASH LARGE,Paseo,Accesorios,14201.7,16900.0,12705,32,118300,B
438,PAWISE MEOW LIFE RATON,Juguetes,Accesorios,2513.0,2990.0,2143,6,117900,B
1295,AFP FURRY BALL FLUFER NARANJO,Juguetes,Accesorios,3941.0,4690.0,3227,9,117510,B
1161,COASTAL COMFORT SOFT ARNES AZUL XS,Paseo,Accesorios,13437.0,15990.0,11643,30,116910,B
595,PACK MICHI,Adultos,Accesorios,48731.0,57990.0,43250,107,115980,B
591,ZD MIDNIGHT ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,12830,36,115800,B
1775,COASTAL COMFORT SOFT ARNES MORADO M,Paseo,Accesorios,25202.0,29990.0,20457,56,114950,B
744,VACUNA OCTUPLE VANGUARD ,Vacunas,Medicamentos,4118.0,4900.0,3245,9,114700,B
1371,CORDON AMARRE 16 MM (CORTO) A. DOCTOR,Paseo,Accesorios,6882.352941176469,8190.0,5949,16,114660,B
346,ZEEDOG ELLA H-HARNESS SMALL,Paseo,Accesorios,11639.0,13850.0,10861,26,114300,B
1733,ZEEDOG GOTHAM CAT COLLAR,Paseo,Accesorios,4101.0,4880.0,3494,9,114000,B
323,ZD CARBON AIR-LEASH,Paseo,Accesorios,31848.7,37900.0,29114,70,113700,B
1163,PROPLAN ADULTO 7+ACTIVE MIND POLLO POUCH 100 GR,Humedo,Alimento,1849.0,2200.0,1603,5,113580,B
665,EUKANUBA PREMIUM PERFORMANCE 18 KG ,Adultos,Alimento,81782.0,97320.0,72348,179,113000,B
202,ZEEDOG PRISMA COLLAR MEDIUM,Paseo,Accesorios,9126.0,10860.0,7825,20,112200,B
695,VERAFLOX   60 MG  X  7,Antibiotico,Medicamentos,23529.41176470588,28000.0,19084,52,112000,B
114,PIDLE PLACE MAZURI (BAÑO PERRITO),Higiene,Accesorios,93857.14285714287,111690.0,73373,205,111690,B
47,ZD ARTSY H-HARNESS SMALL,Paseo,Accesorios,11680.7,13900.0,10535,26,111200,B
1224,SAND H-HARNESS SMALL,Paseo,Accesorios,11681.0,13900.0,10422,26,111200,B
1326,ZD ARMY GREEN H-HARNESS SMALL,Paseo,Accesorios,11680.7,13900.0,9504,26,111200,B
649,BRIT CARE CAT FILLETS IN GRAVY TURKEY & SAVORY SALMON 85 G,Humedo,Alimento,1849.0,2200.0,1645,5,111130,B
612,"ZEUS TRAILLA DOBL ASA 1,8M  L  GRAFITO",Paseo,Accesorios,9655.0,11490.0,8361,22,110520,B
210,NUTRIENCE ORIGINAL ADULT CAT 2.5 KG,Adultos,Alimento,16412.0,19530.0,15228,36,110340,B
1613,BRIT CARE JUNIOR LARGE BREED L&R 12 KG,Cachorros,Alimento,47605.0,56650.0,42086,104,109800,B
871,ESPUMA SECA CANISH 160 ML,Higiene,Medicamentos,4302.521008403362,5120.0,3615,10,109780,B
725,PLANET DOG FRAMBUEZA,Juguetes,Accesorios,5874.0,6990.0,4693,13,109650,B
2123,ZD PUZZLE RUFF LEASH SMALL,Paseo,Accesorios,18403.4,21900.0,16145,41,109500,B
2048,TOALLITAS NEEM,Higiene,Accesorios,5370.0,6390.0,4228,12,109480,B
1081,HONEY COLLAR MEDIUM,Paseo,Accesorios,9160.0,10900.4,7182,20,109000,B
480,ZD ARTSY COLLAR MEDIUM,Paseo,Accesorios,9160.0,10900.0,8128,20,109000,B
884,CADENA CORDON 2 MM A.DOCTOR,Paseo,Accesorios,3268.90756302521,3890.0,2942,8,108920,B
1280,"NM 3in1 ODOR DESTROYER, 709 ML",Higiene,Accesorios,8395.0,9990.0,7701,19,108880,B
383,PLANET DOG ZANAHORIA,Juguetes,Accesorios,12597.0,14990.0,10187,28,107940,B
1655,PALA SANITARIA (GRANULOS) ROSADA,Higiene,Accesorios,3521.0,4190.0,3088,8,107540,B
1949,ZEEDOG FINGER PUPPETS,Paseo,Accesorios,15042.0,17900.0,12753,33,107400,B
647,ZEEDOG SKULL H-HARNESS MEDIUM,Paseo,Accesorios,12857.1,15300.0,10242,29,107100,B
868,PURPLE BIG CIRCLE BONE (MY FAMILY),Placas identificacion,Accesorios,13017.0,15490.0,10726,29,107100,B
961,COASTAL LAZER BRITE TRAILLA PINK MULTI FLOWERS M 1.8M,Paseo,Accesorios,16462.0,19590.0,15436,36,107070,B
1425,AFP TREAT HIDER ARDILLA,Juguetes,Accesorios,14277.0,16990.0,11111,32,106440,B
1089,LW MORDILLO DE MIMBRE NATURAL,Enriquecimiento Ambiental,Accesorios,2345.0,2790.0,1864,6,106230,B
1995,COLLAR C/FLOR GDE. A. DOCTOR,Paseo,Accesorios,2664.0,3170.0,2149,6,105870,B
1159,ZEEDOG HONEY ADJUSTABLE AIR MESH HARNESS EXTRA SMALL,Paseo,Accesorios,12689.1,15100.0,9898,28,105700,B
721,ZD ARTSY ADJUSTABLE AIR MESH HARNESS LARGE,Paseo,Accesorios,22184.9,26400.0,20265,49,105600,B
797,BRIT CARE CAT TURKEY PATE WITH HAM 70GRS,Latas,Alimento,1345.0,1600.0,1181,3,105290,B
2254,BOWL 17 CM,Comederos,Accesorios,4193.0,4990.0,3473,10,104790,B
731,PLATO ANTIDESLIZANTE LUNA / M,Comederos,Accesorios,3849.0,4580.0,3509,9,104050,B
447,RUEDA DE ERIZO/ROEDOR,Enriquecimiento Ambiental,Accesorios,14529.0,17290.0,12015,32,103930,B
1281,L.W. COMEDERO O BEBEDERO GDE 125 ML,Comederos,Accesorios,2849.0,3390.0,2493,7,103210,B
939,BOW TIE BLACK (MY FAMILY),Placas identificacion,Accesorios,14756.0,17560.0,11794,33,103200,B
469,I LOVE YOU (MY FAMILY),Placas identificacion,Accesorios,14756.0,17560.0,13427,33,103200,B
1171,PARKER CAT COLLAR,Paseo,Accesorios,4118.0,4900.42,3499,9,102900,B
1067,"ZEUS TRAILLA DOBL ASA  M  GRAFITO 1,2M",Paseo,Accesorios,7050.0,8390.0,6035,16,102680,B
1228,PACK HAMSTER ANIMAL CARE N°2,Hogar-Transporte,Accesorios,56588.0,67340.0,46574,124,102330,B
601,ZD ARMY GREEN H-HARNESS MEDIUM,Paseo,Accesorios,14201.7,16900.0,13274,32,101400,B
529,BLISS LEASH LARGE,Paseo,Accesorios,14202.0,16900.0,12157,32,101400,B
